cid,text,time,author,channel,votes,replies,photo,heart,reply,time_parsed
UgzVmjrPVgiEb9gxD2N4AaABAg,"El reloj debió verse en todo momento, para tener transparencia del conteo del tiempo",3 months ago,@celinaramirez6363,UC-oQlmqtSqqEG8633yeZy4A,399,16,https://yt3.ggpht.com/ytc/AIdro_l9HnHSaojeSTDnknnlWx0ius-6MI_ukI7NX37nayA=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.358106
UgyC-sngHzjL9TgI7mt4AaABAg,Me uno a exigir que pongan los relojes de los 3 canditatos todo el tiempo. Debería haber más transparencia.,3 months ago,@puellacodicum8569,UC4SVihkvZdpk5wZota2sB3A,567,20,https://yt3.ggpht.com/ytc/AIdro_k8piN9LRX35zxXYBdakiHP2SAR88faOoPcasyK2Q6SNNk=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.362801
Ugzh-5MhZ6123yylr4x4AaABAg,"Lo que queremos los mexicanos son propuestas, soluciones. Estamos artos de que usen sus 5 minutos para atacarse entre ustedes.",3 months ago,@ozl9097,UCTjxyEQJAJDWY-WkUGkeeQw,177,8,https://yt3.ggpht.com/ytc/AIdro_nuMxXhzihOD2LWO6f2ubDqh1-CddZ3El6PY2cH4hp62orsHLfgccgUJryPjCxoYorJGQ=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.365811
UgxLxZHrxYmRxBu90od4AaABAg,"Me parece muy bien cómo contestó Maynes, fue directo a sus preguntas 
Xochitl contestaba todo menos las preguntas",3 months ago,@alondrareal8518,UCwrXDEdHaf4qoJk0GzUInJA,89,1,https://yt3.ggpht.com/ytc/AIdro_n2uIdu2oU52m0Xs2C3tCvTjCIzN7GirvHaTX-b2EoOX21q=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.367661
UgwQ6bgQ0q7uWS_mTQV4AaABAg,"21:19  ""es muy impogtante preguntarle a las personas que murieron"" 
- Xóchitl Gálvez (1er Debate 2024)",3 months ago (edited),@DanteQuelite,UCZLthHCOyfcBzbVBMLluf9A,415,16,https://yt3.ggpht.com/ytc/AIdro_m1Cpo3SwcH1RUDLLZEgk6fEqi80sZV_KTSNSOpYt_ZvQ=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.369556
UgxHpWlI-KyqruvjEAR4AaABAg,"Pensé que el debate era para hablar de sus propuestas a la presidencia, no hablar chismes y tirarse 💩",3 months ago,@santiagobuenrostrorobles9320,UCswiKWcdP3GUnswoyzNCkNw,639,23,https://yt3.ggpht.com/ytc/AIdro_neAWLH7sZOed0nxggmhltv1elkeHlOQumeJrdVd-uJprIR_0tQYDxrh34wywukW1kbeQ=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.371451
UgwPsrhPXhq4NIfEMoF4AaABAg,Pongan el reloj en pantalla el pueblo ya no es tonto no no subestimen sean derechos,3 months ago,@erickotero6024,UC4PFvGOT4L3_wmt0dqy_52Q,56,,https://yt3.ggpht.com/ytc/AIdro_mdqqfFo1ZuN_kyTwzazzIv23AKYm2ymGegQkouI50=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.373419
UgyRJkZ1SsQgeQu0hqp4AaABAg,Exigimos que en los siguientes debates este todo el tiempo el reloj en pantalla,3 months ago,@sandrafranco8490,UC1Z3FuyW9BHzxjy6JbbScGw,31,,https://yt3.ggpht.com/sk_fYjX0LgLqNeaVm5ikfVxdRWsJqQNdKMJnvr5ssa4yw9ooAfMtIDwH0kUpQOjcQ8EZWUoY7g=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.375442
UgyjwMoDQH_c-dDJx5h4AaABAg,En lugar de atacarse! Demuestren su capacidad de solución de problemática !,3 months ago,@gracielamunoz8859,UCGbL4VD5mzOq7xCOhuatDwQ,339,7,https://yt3.ggpht.com/ytc/AIdro_nxD7eTXBA5iUaLZmCQrPDXyKw9eMZ7JKRriegncRoCnn_XRrAEQ7ckpgil4YDZdF1_DQ=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.377374
UgwXfsDsPCIsH9OX2ep4AaABAg,Yo en la vida soy Maynez siempre sonriendo aunque me esté llevando la vrg😂,3 months ago,@missh03631,UC4-NYQLfeAc_sQA4pFfirCg,1.2K,42,https://yt3.ggpht.com/_FS5yWcGRa79uBIp38YcPE3dJNkQhfpi8xFSFJqhnjRojEbQ1VQECM0dnIpTPDI3Uj1-gNoGOw=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.37928
UgzqLMVX9jiiloJxhvF4AaABAg,"Es en serio Xochitl, hay demasiadas personas de la tercera edad que tienen que hacer trámites y no pueden acceder a la tecnología o no la saben utilizar",3 months ago,@DanielaAlmanza-pf9sz,UCqKvLK--6Z3Df0cHLgwKHwg,31,2,https://yt3.ggpht.com/trMQa1Upc7MOxe1mDZWu9oHZLz1Iszw7ZMuqAx_8Xwvg1VhKP2EyLs_129r5bGV5l2uVPY3A6pM=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.381194
UgwwxEnjlElkV_qT-Qh4AaABAg,"Y en esto gasto casi 11 millones de pesos el INE, quiero demandarlo",3 months ago,@carlosvallesandoval3688,UCCJu9qcLhETHpirp6VzSWrg,106,13,https://yt3.ggpht.com/ytc/AIdro_lM9PAeULhs_vM58h8eMYs43-pWZB0Ul1UOA5eJscI=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.382973
UgxdlJJRVS2PGKRy4tR4AaABAg,Maynez por lo menos estaba mas preparado que xochilt,3 months ago,@joseernestobeltrandiaz1141,UCZrVKz7i7kOA7Ox5glA1qmw,304,5,https://yt3.ggpht.com/ytc/AIdro_mQX3TnWxKKMk0gf21OL3l1GO9nEDeSqgjIQw1IGTbyiQ=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.384081
UgxsrOsiLTg0zMOFkqB4AaABAg,"Los que le escribieron el discurso final a X Galvez, también le debieron dejar una imagen de referencia para que sostuviera del lado correcto la bandera 😂😂",3 months ago,@laura_sanz_,UC75ca9FBioS2oSv8HH0MsDg,158,4,https://yt3.ggpht.com/ytc/AIdro_n9rCtxLdMzswmqgMeRgr08MYho5IhBV2MSB5OUci2NAsDq=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.385204
Ugw2Z1Xua-BvaGNh7Ah4AaABAg,pinnnche ine y así quieren que no los toquen. si se les chingó el reloj en vivo ahora imagínate contando los votos jajajaja. valiendo madre jajajajaja,3 months ago,@betobeat,UCpumexgQVHl36fvqqUcNDZQ,18,,https://yt3.ggpht.com/ytc/AIdro_nhc4ZwwL2maldkbtwSSIQYwhtCTqNsM9V6M-f2AIf3B34=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.386297
UgzvRSvghkhywsOep2N4AaABAg,No esperaba nada de Xóchitl y aún así logro decepcionarme . :yougotthis:,3 months ago,@edelalvarez7530,UCLrWBHY781p9PdCymxRWMhQ,37,1,https://yt3.ggpht.com/ytc/AIdro_naBBSc93qpE6_8GaLFlRyGG1FdR-4Bap0WIG5_-Q=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.387363
UgyJEi4g0vPyidepbP94AaABAg,En el minuto 18:44 le reducen tiempo a Claudia cuando Xochitl es la que está hablando 😮,3 months ago,@leonardopinedapaz4328,UCffS7zwf9AZH_eKqmBeItWQ,158,6,https://yt3.ggpht.com/ytc/AIdro_nrOqxvPXSxGWjEovEu5zTJxBLAnMnTW-wNdQ_gtE693g=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.388431
UgzKkuoaEGORw0cNhzh4AaABAg,Saben si en la escena post creditos salga el Bronco?,3 months ago,@AlexAguileraAAR,UCSuFcvQWw1Wt7u_gENnqOzA,422,24,https://yt3.ggpht.com/EHO8L9uRUB9Ey1FK9-TRQWcxz_kH2vwC04Bov7qrPhtW1Mlf_c9APK344U-ETIlFbQqtauN0=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.389597
UgzFGFtqe6ZP-zS_iIl4AaABAg,Jajaja cuando le marcaron más tiempo para Xóchitl del que realmente tenía. Claudia dijo “hasta la bolsa de tiempo se quiere robar” Denis no aguantó la risa jajajajajajajaja,3 months ago (edited),@joseangelvillanuevavalenti2813,UChUft2xM_cjQxPcD3QN0aog,133,11,https://yt3.ggpht.com/ibQiAks3OOvA6w5o0ztMWWdOC5JYjXWmziFr3GhZqUkZWmvKewiBXoH6eciIaN48NLZ5jGb51Mg=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.390695
UgwN0ozAMUXbXozqUbF4AaABAg,Sueño con un debate presidencial en donde todos los candidatos sean una potencial opción a elegir,3 months ago,@VHANZmc,UCzHv8sFRCeJ6iS3wh5Tkydg,39,1,https://yt3.ggpht.com/ytc/AIdro_k_-TXIcNV0r1fldidQcdovrUS-zgITOJltRBu-YhuEz24=s88-c-k-c0x00ffffff-no-rj,False,False,1713301661.391776
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A1xmW3Ii8gj,Totalmente de acuerdo ‼️,3 months ago,@kekiscarreon26,UCEdgnxXdnLvHjiKRwmbvCRQ,11,,https://yt3.ggpht.com/ytc/AIdro_ksQQl2B9h3YStUGVnbkEBwQ17nquLWhFzYP0HbtW3Fg4xF0T91e_MyLGpXuaKOx1LlOQ=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.594558
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A1xtxbEKmHq,Puedes revisarlo con tu propio cronómetro...yo lo hice y no hubo ninguna tranza en el reloj como pensó Claudia,3 months ago,@radioactive06,UCRW-zsWLTiotvcHdv35ly4g,8,,https://yt3.ggpht.com/grFSxht9bLnBbsuWdxivTe78_AqH8KBCfLWf-qQhI1uADexpPnGH3T157sbBWiVi2n2hCgQJ4g=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.595892
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A1xuhuha6e3,INE Cogupto!!! jajaja,3 months ago,@alberto2090,UCXO0JlPgLhIb6XyK59SufoA,10,,https://yt3.ggpht.com/ytc/AIdro_lAIW_-ftVo4pUhzWAG8LLjFDUgM7Xa1hb0mUkNGZQ=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.597099
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A1xxiP1CBHi,​ @radioactive06  en el minuto 18:44 mientras Xóchitl habla se le baja el tiempo a Claudia jajajs,3 months ago,@kattarreola559,UCeYGVZ3tJEFaSKnNJQi501Q,27,,https://yt3.ggpht.com/ytc/AIdro_koJFbC9dYGCNk0hozATF36J9D0t7gGIw03osBuyFH5S70=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.598233
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A1xxvIJ-04U,​ @radioactive06 en el minuto 18:44 le están quitando tiempo a Claudia mientras la botarga habla,3 months ago (edited),@FridaTrvl,UCJfJh9v8CMG0fvX7MoNJErQ,17,,https://yt3.ggpht.com/ytc/AIdro_lSxERKmuXpC-ZC9j7fDJwYA7IckYaELucXUsk6JqJMNWOrJkgdwEv1hl_g-6nsJoGqnQ=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.599362
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A1y2CfLRxkF,Siiii apoyo esto a mí me desespero eso el no poder ver el reloj todo el tiempo,3 months ago,@ivonnezarate1809,UCWFKaZ9NccT__ITewaeYygw,5,,https://yt3.ggpht.com/ytc/AIdro_kNqneYcBKkOCgYPkVVEpddnUKSwp9YpX8qO51PAxpbZYM=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.601173
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A1ytUKJCfIA, @radioactive06  en el minuto 18:44 mientras Xóchitl habla se le baja el tiempo a Claudia,3 months ago,@13buthead,UCbCdTrslBZIf29ZuS_GtP-Q,7,,https://yt3.ggpht.com/ytc/AIdro_nKV4x0wHfXbnMv2HhXKa4JpDcCnViXpzpEV5nvgHbtNQ=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.602283
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A1zRKacE7lR,Exactamente,3 months ago,@miriamyanez6577,UC8BZeLrzzqfjq52tieA6tRA,1,,https://yt3.ggpht.com/ytc/AIdro_l10onzPVzOGsMgH5-a3NZwnY1Vg7sQAxq_NjCvWpANAFty=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.603366
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A1zxhKGU0Wg," @kattarreola559  se lo regresaron, sí tuvo sus 5 minutos",3 months ago,@radioactive06,UCRW-zsWLTiotvcHdv35ly4g,1,,https://yt3.ggpht.com/grFSxht9bLnBbsuWdxivTe78_AqH8KBCfLWf-qQhI1uADexpPnGH3T157sbBWiVi2n2hCgQJ4g=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.604434
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A2-ZWSZ28zq,Denisse pésima,3 months ago,@erendiradelavega9655,UCd7pb8TKqt68ncFHzLplHqw,0,,https://yt3.ggpht.com/ytc/AIdro_kzjMaakvurcQeOe9Jmc85n5vLc_PoTpynFuNDukv8=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.797185
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A2-Zd1PFIc_,"No los dejaron hablar y darse con la cubeta, eso queríamos ver. Hasta que alguien llorara 😂😂😂😂😂",3 months ago,@erendiradelavega9655,UCd7pb8TKqt68ncFHzLplHqw,0,,https://yt3.ggpht.com/ytc/AIdro_kzjMaakvurcQeOe9Jmc85n5vLc_PoTpynFuNDukv8=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.798375
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A2-aLHy9JAj,"Preguntarle a los que Murieron?????
Eso cómo????",3 months ago,@erendiradelavega9655,UCd7pb8TKqt68ncFHzLplHqw,1,,https://yt3.ggpht.com/ytc/AIdro_kzjMaakvurcQeOe9Jmc85n5vLc_PoTpynFuNDukv8=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.799477
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A2-aQzMV_hS,Vale la pena ver dos veces el debate y disfrutar las JETAS Y OJOS de Xochitl 😂😂😂😂,3 months ago,@erendiradelavega9655,UCd7pb8TKqt68ncFHzLplHqw,1,,https://yt3.ggpht.com/ytc/AIdro_kzjMaakvurcQeOe9Jmc85n5vLc_PoTpynFuNDukv8=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.800543
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A2-acpEylmO,Que onda con la cara feliz de MAINEZ?????  😁 😁,3 months ago,@erendiradelavega9655,UCd7pb8TKqt68ncFHzLplHqw,2,,https://yt3.ggpht.com/ytc/AIdro_kzjMaakvurcQeOe9Jmc85n5vLc_PoTpynFuNDukv8=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.801648
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A232KQUXPuC,Pero algunos aún creen en el INE jaja,3 months ago,@davidl6332,UCp26ijAg1pU44_sk0EHgDeg,0,,https://yt3.ggpht.com/ytc/AIdro_n1Cqy8nh8tZDZkppOlLcQEl0sFAwLE_hcxSqm4pskNOY8=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.802712
UgzVmjrPVgiEb9gxD2N4AaABAg.A1xij-LLPC9A237Qxn448g,Los candidatos deben de saber contar su tiempo ellos mismos tal como da el ejemplo Bukele de el salvador... Si no saben administrar y manejar su tiempo menos podrán al ganar la candidatura,3 months ago,@george.lopez1,UC20lb2ibf2MV14-af-8T6dg,0,,https://yt3.ggpht.com/ytc/AIdro_kF0sVbJhTngDhE4UZ-mOLCftZ10dA8z1nCYv4nOdxRC7o=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.80383
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA1xvdts3sZf,Totalmente,3 months ago,@lilianakarelyquiroz2990,UCM7-eMDbaxNSHK00T7eWJ1A,7,,https://yt3.ggpht.com/ytc/AIdro_knUdmxhOXfYw0Zht5Obx7bAmyf4CrvxHYec-ux49k=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.993376
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA1xzBj7OGeH,"O sea sí, pero lo dicen como si le hubieran faltado 10 minutos a Claudia para repetir por vez número 23 ""lo que hicimos en la ciudá..."" cuando millones de citadinos estamos furiosos con su ""gobierno"" de 4ta en la Ciudad, y ni 3 segundos le dedicó a responder a las acusaciones que la persiguen.",3 months ago,@CemeteryGates17,UC8sKP46_QUPVPuywd4gjkvQ,19,,https://yt3.ggpht.com/ytc/AIdro_mv0hh2ks969IcQ38EODp1sGOMSRCrallUensIMOqg=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.995324
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA1xzawsnDqV,​ @CemeteryGates17  No dirías lo mismo si le hubieran robado el tiempo a tu chicle candidata...,3 months ago (edited),@OlivaRamirezJonathanEmmanuel,UCkHW5uFn9nQ5MB95cyjlGcw,13,,https://yt3.ggpht.com/qew9_me3P2rdhrNJd6n9-h7QwUiDhrP5DfyfH5OHkHZCX7GMw8POuta-QyNRsaFMPrDdCmIhKA=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.997315
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA1y-AwccL7l," @OlivaRamirezJonathanEmmanuel  Si le hubieran restado un minuto o dos no habría hecho diferencia significante. No todos somos iguales, compa, algunos tenemos pensamiento crítico.",3 months ago (edited),@CemeteryGates17,UC8sKP46_QUPVPuywd4gjkvQ,5,,https://yt3.ggpht.com/ytc/AIdro_mv0hh2ks969IcQ38EODp1sGOMSRCrallUensIMOqg=s88-c-k-c0x00ffffff-no-rj,False,True,1713301661.999171
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA1y67HoVtU4, @CemeteryGates17  Pues úsalo para criticar parejo.,3 months ago,@OlivaRamirezJonathanEmmanuel,UCkHW5uFn9nQ5MB95cyjlGcw,5,,https://yt3.ggpht.com/qew9_me3P2rdhrNJd6n9-h7QwUiDhrP5DfyfH5OHkHZCX7GMw8POuta-QyNRsaFMPrDdCmIhKA=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.001092
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA1y9CgrV2ul," @OlivaRamirezJonathanEmmanuel  Se critica proporcionalmente a los hechos que se critiquen. Por toda la cola que tienen Maynez y Xochitl, Claudia les da muchas, muchas vueltas con la suya. Así que sí, por mi está bien si el próximo debate le dan el tiempo extra que quiera Claudia si es para atender alguno de esos asuntos, a los que decenas de millones exigimos explicación.",3 months ago,@CemeteryGates17,UC8sKP46_QUPVPuywd4gjkvQ,4,,https://yt3.ggpht.com/ytc/AIdro_mv0hh2ks969IcQ38EODp1sGOMSRCrallUensIMOqg=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.003118
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA1yBXnVCU56, @CemeteryGates17  Eso qué tiene qué ver con la visibilidad de los relojes?,3 months ago,@puellacodicum8569,UC4SVihkvZdpk5wZota2sB3A,4,,https://yt3.ggpht.com/ytc/AIdro_k8piN9LRX35zxXYBdakiHP2SAR88faOoPcasyK2Q6SNNk=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.005134
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA1yy78zPZXW,Si eso hacen con el tiempo? Que haran con un SEXENIO,3 months ago,@enriquemoreno7984,UCMDvIR_vhaOEeU0jTN6B7bg,4,,https://yt3.ggpht.com/ytc/AIdro_nL8_oojh3Y1RjaJKdZGnAculp-CtosK-SfuupF2rk=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.219155
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA1zOmK75FVI,Esta corrupto el relog,3 months ago,@svorttsirhc1814,UCH0YgUPTTqlwF_dNyGxDWew,1,,https://yt3.ggpht.com/J7RShC2UAPowmc_mGIPHFcovCCTN3DkKgQvZgivAvU1oSzd5ZNxCNN-s7e_QZMY3iUDRj3DwO98=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.220294
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA1zPysfPzAs, @svorttsirhc1814  relojjjj,3 months ago,@enriquemoreno7984,UCMDvIR_vhaOEeU0jTN6B7bg,1,,https://yt3.ggpht.com/ytc/AIdro_nL8_oojh3Y1RjaJKdZGnAculp-CtosK-SfuupF2rk=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.221415
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA1zR-Hst6XV," @enriquemoreno7984  no soy mexicano solamente me río de su política no me importa como se escriba, mejor enfoquecen en su circo de país.",3 months ago,@svorttsirhc1814,UCH0YgUPTTqlwF_dNyGxDWew,1,,https://yt3.ggpht.com/J7RShC2UAPowmc_mGIPHFcovCCTN3DkKgQvZgivAvU1oSzd5ZNxCNN-s7e_QZMY3iUDRj3DwO98=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.222497
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA1zv_V9bfhJ, @svorttsirhc1814  es de dar risa,3 months ago,@enriquemoreno7984,UCMDvIR_vhaOEeU0jTN6B7bg,0,,https://yt3.ggpht.com/ytc/AIdro_nL8_oojh3Y1RjaJKdZGnAculp-CtosK-SfuupF2rk=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.223588
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA1zvtmfOSoZ, @svorttsirhc1814  por eso te lo puse uno aprende todos los dias,3 months ago,@enriquemoreno7984,UCMDvIR_vhaOEeU0jTN6B7bg,0,,https://yt3.ggpht.com/ytc/AIdro_nL8_oojh3Y1RjaJKdZGnAculp-CtosK-SfuupF2rk=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.225385
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA20W6lGzl65,"Si porque le dieron unos segundos de más. Claudia, pero uno hubiera hecho diferencia , de cualquier manera no debatió. Solo ignoró a todos, como lo hará si llega a ser presidente igual que el actual.",3 months ago,@reynaayllon8447,UCUhicD2AviPcIbtYXSr2sAw,0,,https://yt3.ggpht.com/ytc/AIdro_mjiHDbKPm_xyiDx1WnJ3wJj2VWJ0ZcnAPet2JD4UsQf9g0=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.226494
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA20WL3k4jX-, @svorttsirhc1814  y tu de que país eres? Digo para saber cómo es tu país. Última hora es más circo que el nuestro.,3 months ago,@reynaayllon8447,UCUhicD2AviPcIbtYXSr2sAw,2,,https://yt3.ggpht.com/ytc/AIdro_mjiHDbKPm_xyiDx1WnJ3wJj2VWJ0ZcnAPet2JD4UsQf9g0=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.227586
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA21BpHWu3BQ,Los relojes siempre estuvieron ahí. Hacen puro alarde de cosas bien insignificantes. 😂,3 months ago,@xdenil,UC0qmeD9REZmbbhcPlYFKv1g,1,,https://yt3.ggpht.com/-Ygzab3ZizKm20AsFy-hsnGzvn46epSgkQnJacPQwhnpZ5T3d59BZzVHjRv_FSRcUjYJK4Z9zw=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.228694
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA21lYvoBXJ8,​ @reynaayllon8447 a de ser Peruano,3 months ago,@RaphSey.4,UCyGG9BoWhjuCNwniZVxCX5A,0,,https://yt3.ggpht.com/YIPZPH8erjNWLncSfJbm1oAfBwPSjmMND7FtxZk2IcowT1v3hdeMd1gCttcMFJkN5B7KtC58TQ=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.229809
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA24E8FfO1nN, @reynaayllon8447  Sí es cierto que igual Claudia no hubiera aprovechado el tiempo aunque  le hubiera favorecido. Pero creo es mejor que el INE sea más riguroso.,3 months ago,@puellacodicum8569,UC4SVihkvZdpk5wZota2sB3A,0,,https://yt3.ggpht.com/ytc/AIdro_k8piN9LRX35zxXYBdakiHP2SAR88faOoPcasyK2Q6SNNk=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.230893
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA3gSMLTf0O7,Pura morena gente no se enrede vamos todos x la cuarta generación,1 month ago,@DanielMeza-hj2hp,UCG0St00itChh9yTYXeYtRWw,0,,https://yt3.ggpht.com/ytc/AIdro_mQEHeFdit8DCqFxmJdNxieUdmln03KSeGvb-KPkxKUOaJ1ItZl4CLGlAugfCE-iXUMWg=s88-c-k-c0x00ffffff-no-rj,False,True,1718572062.231982
UgyC-sngHzjL9TgI7mt4AaABAg.A1xpXTAq-AvA4290Pe_Ile,Ya lo hicieron,1 month ago,@verlyne_sky,UCyVikGE-3GkjWZA87hgXIwA,0,,https://yt3.ggpht.com/F-lnrYpnlXvjwG1ZlvvSn90I9LoeU5IKl--_S0bHGmvcKHqSS-YYw1qgO_XpMPcpBN7ElOsZpg=s88-c-k-c0x00ffffff-no-rj,False,True,1718572062.233103
Ugzh-5MhZ6123yylr4x4AaABAg.A1zU2ZVnbDBA21vaYe-xx_,Totalmente 👍🏼,3 months ago,@anabella5861,UCXhD1FZQkP6u2ZhGMvG814Q,1,,https://yt3.ggpht.com/NuxiKKEjqAYuD1QMZ0sWYMNBlD_soQOgqnaI3SqLAa8_Zc6OtxiM5Dcim1R2y0vTndGJRz8pPw=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.466839
Ugzh-5MhZ6123yylr4x4AaABAg.A1zU2ZVnbDBA25-BecMWTe,"Exacto, el INE debe poner de regla restarles tiempo cada vez que ataquen a cualquier candidato",3 months ago,@melissachavana1222,UCxHYCQ_sn_opgLhecRHdr4A,2,,https://yt3.ggpht.com/ytc/AIdro_kVmchlrLzGhyM4tM_TEebm21UO4lceCa_BpSNQonc=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.468789
Ugzh-5MhZ6123yylr4x4AaABAg.A1zU2ZVnbDBA25topXDOes,"Así es, parece más un reality show que el debate presidencial.",3 months ago,@parushyaadonaimartinezchag5875,UCDwxH2LhP8L9zu-OB1FKqdw,5,,https://yt3.ggpht.com/KSLB3PK0qZGkxSquIZ-VKKUKJEMmHuha8VW2QhOCX2Fg05FZCatnjTgW4iqcj7lrBd6lkfg0Rg=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.472753
Ugzh-5MhZ6123yylr4x4AaABAg.A1zU2ZVnbDBA273_SFoQDS,Totalmente de acuerdo ! Creí q era la única q pensaba eso,3 months ago,@AnaLlamas88,UCVFJ4oYWHj4ZYFJALgEkuhA,0,,https://yt3.ggpht.com/ES6URXnn8PTr6dacICRAF7xkYa__s_SwVQ2GcdSJQh0M8qgHJ-wntAdPp2ZgUihCJjr0eLmPVQ=s88-c-k-c0x00ffffff-no-rj,False,True,1713301662.47451
